"ICD10","ICD10Descr"
"M0585","Other rheumatoid arthritis with rheumatoid factor of hip"
"M0555","Rheumatoid polyneuropathy with rheumatoid arthritis of hip"
"M351","Other overlap syndromes"
"M360","Dermato(poly)myositis in neoplastic disease"
"M05052","Felty's syndrome, left hip"
"M052","Rheumatoid vasculitis with rheumatoid arthritis"
"M06019","Rheumatoid arthritis w/o rheumatoid factor, unsp shoulder"
"M05462","Rheumatoid myopathy with rheumatoid arthritis of left knee"
"M0502","Felty's syndrome, elbow"
"M05232","Rheumatoid vasculitis w rheumatoid arthritis of left wrist"
"M05849","Oth rheumatoid arthritis with rheumatoid factor of unsp hand"
"M05169","Rheumatoid lung disease w rheumatoid arthritis of unsp knee"
"M3301","Juvenile dermatopolymyositis with respiratory involvement"
"M342","Systemic sclerosis induced by drug and chemical"
"M3392","Dermatopolymyositis, unspecified with myopathy"
"M05329","Rheu heart disease w rheumatoid arthritis of unsp elbow"
"M06039","Rheumatoid arthritis without rheumatoid factor, unsp wrist"
"M06069","Rheumatoid arthritis without rheumatoid factor, unsp knee"
"M0579","Rheu arthritis w rheu factor mult site w/o org/sys involv"
"M0573","Rheu arthritis w rheu factor of wrist w/o org/sys involv"
"M3311","Other dermatopolymyositis with respiratory involvement"
"M0628","Rheumatoid bursitis, vertebrae"
"M06812","Other specified rheumatoid arthritis, left shoulder"
"M0570","Rheu arthritis w rheu factor of unsp site w/o org/sys involv"
"M05532","Rheumatoid polyneurop w rheumatoid arthritis of left wrist"
"M05032","Felty's syndrome, left wrist"
"M05151","Rheumatoid lung disease w rheumatoid arthritis of right hip"
"M0512","Rheumatoid lung disease with rheumatoid arthritis of elbow"
"M0689","Other specified rheumatoid arthritis, multiple sites"
"M05642","Rheu arthritis of left hand w involv of organs and systems"
"M0634","Rheumatoid nodule, hand"
"M05522","Rheumatoid polyneurop w rheumatoid arthritis of left elbow"
"M062","Rheumatoid bursitis"
"M0529","Rheumatoid vasculitis w rheumatoid arthritis mult site"
"M05622","Rheu arthritis of l elbow w involv of organs and systems"
"M0632","Rheumatoid nodule, elbow"
"M348","Other forms of systemic sclerosis"
"M05259","Rheumatoid vasculitis with rheumatoid arthritis of unsp hip"
"M0523","Rheumatoid vasculitis with rheumatoid arthritis of wrist"
"M05529","Rheumatoid polyneurop w rheumatoid arthritis of unsp elbow"
"M0687","Other specified rheumatoid arthritis, ankle and foot"
"M0516","Rheumatoid lung disease with rheumatoid arthritis of knee"
"M06339","Rheumatoid nodule, unspecified wrist"
"M05042","Felty's syndrome, left hand"
"M05752","Rheu arthritis w rheu factor of left hip w/o org/sys involv"
"M06862","Other specified rheumatoid arthritis, left knee"
"M05612","Rheu arthritis of l shoulder w involv of organs and systems"
"M05051","Felty's syndrome, right hip"
"M05549","Rheumatoid polyneurop w rheumatoid arthritis of unsp hand"
"M3482","Systemic sclerosis with myopathy"
"M05122","Rheumatoid lung disease w rheumatoid arthritis of left elbow"
"M05639","Rheu arthritis of unsp wrist w involv of organs and systems"
"M05469","Rheumatoid myopathy with rheumatoid arthritis of unsp knee"
"M05241","Rheumatoid vasculitis w rheumatoid arthritis of right hand"
"M050","Felty's syndrome"
"M05362","Rheumatoid heart disease w rheumatoid arthritis of left knee"
"M0551","Rheumatoid polyneuropathy w rheumatoid arthritis of shoulder"
"M0601","Rheumatoid arthritis without rheumatoid factor, shoulder"
"M0630","Rheumatoid nodule, unspecified site"
"M05511","Rheumatoid polyneurop w rheumatoid arthritis of r shoulder"
"M0686","Other specified rheumatoid arthritis, knee"
"M05519","Rheu polyneurop w rheumatoid arthritis of unsp shoulder"
"M05372","Rheu heart disease w rheumatoid arthritis of left ank/ft"
"M05662","Rheu arthritis of left knee w involv of organs and systems"
"M05621","Rheu arthritis of r elbow w involv of organs and systems"
"M06272","Rheumatoid bursitis, left ankle and foot"
"M06869","Other specified rheumatoid arthritis, unspecified knee"
"M315","Giant cell arteritis with polymyalgia rheumatica"
"M0583","Other rheumatoid arthritis with rheumatoid factor of wrist"
"M05172","Rheu lung disease w rheumatoid arthritis of left ank/ft"
"M0584","Other rheumatoid arthritis with rheumatoid factor of hand"
"M0506","Felty's syndrome, knee"
"M05832","Oth rheumatoid arthritis w rheumatoid factor of left wrist"
"M05379","Rheu heart disease w rheumatoid arthritis of unsp ank/ft"
"M06311","Rheumatoid nodule, right shoulder"
"M06012","Rheumatoid arthritis w/o rheumatoid factor, left shoulder"
"M063","Rheumatoid nodule"
"M05759","Rheu arthritis w rheu factor of unsp hip w/o org/sys involv"
"M060","Rheumatoid arthritis without rheumatoid factor"
"M0637","Rheumatoid nodule, ankle and foot"
"M05771","Rheu arthrit w rheu fctr of right ank/ft w/o org/sys involv"
"M05319","Rheu heart disease w rheumatoid arthritis of unsp shoulder"
"M05129","Rheumatoid lung disease w rheumatoid arthritis of unsp elbow"
"M05212","Rheumatoid vasculitis w rheumatoid arthritis of l shoulder"
"M05221","Rheumatoid vasculitis w rheumatoid arthritis of right elbow"
"M05252","Rheumatoid vasculitis with rheumatoid arthritis of left hip"
"M06222","Rheumatoid bursitis, left elbow"
"M3211","Endocarditis in systemic lupus erythematosus"
"M06351","Rheumatoid nodule, right hip"
"M05041","Felty's syndrome, right hand"
"M05632","Rheu arthritis of l wrist w involv of organs and systems"
"M3219","Oth organ or system involv in systemic lupus erythematosus"
"M05141","Rheumatoid lung disease w rheumatoid arthritis of right hand"
"M05619","Rheu arthrit of unsp shoulder w involv of organs and systems"
"M05322","Rheumatoid heart disease w rheumatoid arthritis of l elbow"
"M06211","Rheumatoid bursitis, right shoulder"
"M05162","Rheumatoid lung disease w rheumatoid arthritis of left knee"
"M0559","Rheumatoid polyneuropathy w rheumatoid arthritis mult site"
"M0557","Rheumatoid polyneuropathy w rheumatoid arthritis of ank/ft"
"M0500","Felty's syndrome, unspecified site"
"M05551","Rheumatoid polyneurop w rheumatoid arthritis of right hip"
"M0520","Rheumatoid vasculitis with rheumatoid arthritis of unsp site"
"M0524","Rheumatoid vasculitis with rheumatoid arthritis of hand"
"M06822","Other specified rheumatoid arthritis, left elbow"
"M331","Other dermatopolymyositis"
"M05569","Rheumatoid polyneurop w rheumatoid arthritis of unsp knee"
"M0521","Rheumatoid vasculitis with rheumatoid arthritis of shoulder"
"M0543","Rheumatoid myopathy with rheumatoid arthritis of wrist"
"M05431","Rheumatoid myopathy with rheumatoid arthritis of right wrist"
"M0681","Other specified rheumatoid arthritis, shoulder"
"M06062","Rheumatoid arthritis without rheumatoid factor, left knee"
"M0636","Rheumatoid nodule, knee"
"M05359","Rheumatoid heart disease w rheumatoid arthritis of unsp hip"
"M06042","Rheumatoid arthritis without rheumatoid factor, left hand"
"M3321","Polymyositis with respiratory involvement"
"M059","Rheumatoid arthritis with rheumatoid factor, unspecified"
"M3309","Juvenile dermatopolymyositis with other organ involvement"
"M05061","Felty's syndrome, right knee"
"M06021","Rheumatoid arthritis without rheumatoid factor, right elbow"
"M05342","Rheumatoid heart disease w rheumatoid arthritis of left hand"
"M05069","Felty's syndrome, unspecified knee"
"M05029","Felty's syndrome, unspecified elbow"
"M3322","Polymyositis with myopathy"
"M05159","Rheumatoid lung disease w rheumatoid arthritis of unsp hip"
"M0535","Rheumatoid heart disease with rheumatoid arthritis of hip"
"M05661","Rheu arthritis of right knee w involv of organs and systems"
"M06022","Rheumatoid arthritis without rheumatoid factor, left elbow"
"M0604","Rheumatoid arthritis without rheumatoid factor, hand"
"M05751","Rheu arthritis w rheu factor of right hip w/o org/sys involv"
"M0586","Other rheumatoid arthritis with rheumatoid factor of knee"
"M05461","Rheumatoid myopathy with rheumatoid arthritis of right knee"
"M05829","Oth rheumatoid arthritis w rheumatoid factor of unsp elbow"
"M0587","Oth rheumatoid arthritis w rheumatoid factor of ank/ft"
"M05869","Oth rheumatoid arthritis with rheumatoid factor of unsp knee"
"M06359","Rheumatoid nodule, unspecified hip"
"M06031","Rheumatoid arthritis without rheumatoid factor, right wrist"
"M05719","Rheu arthrit w rheu factor of unsp shldr w/o org/sys involv"
"M05629","Rheu arthritis of unsp elbow w involv of organs and systems"
"M05022","Felty's syndrome, left elbow"
"M06322","Rheumatoid nodule, left elbow"
"M05161","Rheumatoid lung disease w rheumatoid arthritis of right knee"
"M0553","Rheumatoid polyneuropathy with rheumatoid arthritis of wrist"
"M0635","Rheumatoid nodule, hip"
"M06821","Other specified rheumatoid arthritis, right elbow"
"M330","Juvenile dermatopolymyositis"
"M06269","Rheumatoid bursitis, unspecified knee"
"M0625","Rheumatoid bursitis, hip"
"M06049","Rheumatoid arthritis without rheumatoid factor, unsp hand"
"M05049","Felty's syndrome, unspecified hand"
"M05071","Felty's syndrome, right ankle and foot"
"M06071","Rheumatoid arthritis w/o rheumatoid factor, right ank/ft"
"M05331","Rheumatoid heart disease w rheumatoid arthritis of r wrist"
"M0563","Rheumatoid arthritis of wrist w involv of organs and systems"
"M06051","Rheumatoid arthritis without rheumatoid factor, right hip"
"M06041","Rheumatoid arthritis without rheumatoid factor, right hand"
"M05559","Rheumatoid polyneuropathy w rheumatoid arthritis of unsp hip"
"M0517","Rheumatoid lung disease w rheumatoid arthritis of ank/ft"
"M06312","Rheumatoid nodule, left shoulder"
"M05239","Rheumatoid vasculitis w rheumatoid arthritis of unsp wrist"
"M0536","Rheumatoid heart disease with rheumatoid arthritis of knee"
"M340","Progressive systemic sclerosis"
"M05729","Rheu arthrit w rheu factor of unsp elbow w/o org/sys involv"
"M05479","Rheumatoid myopathy w rheumatoid arthritis of unsp ank/ft"
"M05262","Rheumatoid vasculitis with rheumatoid arthritis of left knee"
"M05641","Rheu arthritis of right hand w involv of organs and systems"
"M05452","Rheumatoid myopathy with rheumatoid arthritis of left hip"
"M05772","Rheu arthrit w rheu factor of left ank/ft w/o org/sys involv"
"M05152","Rheumatoid lung disease w rheumatoid arthritis of left hip"
"M06829","Other specified rheumatoid arthritis, unspecified elbow"
"M06372","Rheumatoid nodule, left ankle and foot"
"M068","Other specified rheumatoid arthritis"
"M05871","Oth rheumatoid arthritis w rheumatoid factor of right ank/ft"
"M0549","Rheumatoid myopathy w rheumatoid arthritis of multiple sites"
"M05371","Rheu heart disease w rheumatoid arthritis of right ank/ft"
"M349","Systemic sclerosis, unspecified"
"M320","Drug-induced systemic lupus erythematosus"
"M0680","Other specified rheumatoid arthritis, unspecified site"
"M0511","Rheumatoid lung disease w rheumatoid arthritis of shoulder"
"M05412","Rheumatoid myopathy w rheumatoid arthritis of left shoulder"
"M06231","Rheumatoid bursitis, right wrist"
"M3329","Polymyositis with other organ involvement"
"M06249","Rheumatoid bursitis, unspecified hand"
"M0603","Rheumatoid arthritis without rheumatoid factor, wrist"
"M06261","Rheumatoid bursitis, right knee"
"M06859","Other specified rheumatoid arthritis, unspecified hip"
"M0540","Rheumatoid myopathy with rheumatoid arthritis of unsp site"
"M05171","Rheu lung disease w rheumatoid arthritis of right ank/ft"
"M05831","Oth rheumatoid arthritis w rheumatoid factor of right wrist"
"M0522","Rheumatoid vasculitis with rheumatoid arthritis of elbow"
"M05229","Rheumatoid vasculitis w rheumatoid arthritis of unsp elbow"
"M05351","Rheumatoid heart disease w rheumatoid arthritis of right hip"
"M0544","Rheumatoid myopathy with rheumatoid arthritis of hand"
"M069","Rheumatoid arthritis, unspecified"
"M06341","Rheumatoid nodule, right hand"
"M05769","Rheu arthritis w rheu factor of unsp knee w/o org/sys involv"
"M05812","Oth rheumatoid arthritis w rheumatoid factor of l shoulder"
"M05062","Felty's syndrome, left knee"
"M05272","Rheumatoid vasculitis w rheumatoid arthritis of left ank/ft"
"M0514","Rheumatoid lung disease with rheumatoid arthritis of hand"
"M0567","Rheu arthritis of ank/ft w involv of organs and systems"
"M0560","Rheu arthritis of unsp site w involv of organs and systems"
"M05222","Rheumatoid vasculitis w rheumatoid arthritis of left elbow"
"M05732","Rheu arthritis w rheu factor of l wrist w/o org/sys involv"
"M0605","Rheumatoid arthritis without rheumatoid factor, hip"
"M05429","Rheumatoid myopathy with rheumatoid arthritis of unsp elbow"
"M05652","Rheu arthritis of left hip w involv of organs and systems"
"M06279","Rheumatoid bursitis, unspecified ankle and foot"
"M0683","Other specified rheumatoid arthritis, wrist"
"M05512","Rheumatoid polyneurop w rheumatoid arthritis of l shoulder"
"M0564","Rheumatoid arthritis of hand w involv of organs and systems"
"M0545","Rheumatoid myopathy with rheumatoid arthritis of hip"
"M0622","Rheumatoid bursitis, elbow"
"M05142","Rheumatoid lung disease w rheumatoid arthritis of left hand"
"M0608","Rheumatoid arthritis without rheumatoid factor, vertebrae"
"M05872","Oth rheumatoid arthritis w rheumatoid factor of left ank/ft"
"M0631","Rheumatoid nodule, shoulder"
"M05261","Rheumatoid vasculitis w rheumatoid arthritis of right knee"
"M06061","Rheumatoid arthritis without rheumatoid factor, right knee"
"M05671","Rheu arthrit of right ank/ft w involv of organs and systems"
"M05","Rheumatoid arthritis with rheumatoid factor"
"M05112","Rheumatoid lung disease w rheumatoid arthritis of l shoulder"
"M332","Polymyositis"
"M05439","Rheumatoid myopathy with rheumatoid arthritis of unsp wrist"
"M05271","Rheumatoid vasculitis w rheumatoid arthritis of right ank/ft"
"M05851","Oth rheumatoid arthritis with rheumatoid factor of right hip"
"M05521","Rheumatoid polyneurop w rheumatoid arthritis of right elbow"
"M0607","Rheumatoid arthritis w/o rheumatoid factor, ankle and foot"
"M05742","Rheu arthritis w rheu factor of left hand w/o org/sys involv"
"M06242","Rheumatoid bursitis, left hand"
"M05451","Rheumatoid myopathy with rheumatoid arthritis of right hip"
"M05861","Oth rheumatoid arthritis w rheumatoid factor of right knee"
"M05422","Rheumatoid myopathy with rheumatoid arthritis of left elbow"
"M05031","Felty's syndrome, right wrist"
"M0589","Oth rheumatoid arthritis w rheumatoid factor mult site"
